49,"A more immediate button to contact would be helpful, I had to navigate around a bit before I found the chat option. Thank you.",Delighted
50,A problem solver!,Delighted
51,A quick answer to my question.,Delighted
52,"A real pleasure, and my issue was fixed immediately.",Delighted
53,A reassuring experience,Delighted
54,a simpel abruse linke in front of support so you can get it from some one that not a log in. and you can get the mail.,Delighted
55,A super friendly team member Nancy  helped me with the problem that I faced.,Delighted
56,A very easy quick process. Thanks Dropbox (Claudia) for making life easy,Delighted
57,"A very good service was provided by Monty. Again, thank you so much.",Delighted
58,A very helpful and kind chat person,Delighted
59,a very kind and helpful person,Delighted
60,"A very kind presence, helpful & and information simply stated.",Delighted
61,A very nice conversation and I got the help I needed today,Delighted
62,a very pleasant experience with great resolution.,Delighted
63,a very skilled and patient person who solved a problem 3 others could not do when I contacted Dropbox through the chat feature.,Delighted
64,A very useful support and a well qualified staff. Thank You Dwight,Delighted
65,A wonderful support  person,Delighted
67,A+,Delighted
68,A+,Delighted
69,a+,Delighted
70,A++,Delighted
71,A+++,Delighted
72,A+++++,Delighted
75,"A1 service
Quick, pro, smart and easy",Delighted
76,A1 service! Thank you,Delighted
77,Aaron went over and beyond!,Delighted
78,able to resolve my issue fast,Delighted
79,able to resolve my issue immediately.  Great customer service.,Delighted
80,above and beyond !!! Thank you!!,Delighted
81,Absolute exceptional service! 10/10.  Thank you.,Delighted
82,absolutely  a professional and well versed patient helper expert,Delighted
83,Absolutely amazing help from Jeremy :) .Took me less than 2 min to have my query attended to and finalized. Thank you so much for your outstanding help Jeremy. Truly appreciated.,Delighted
84,Absolutely amazing service. Thank you!!!,Delighted
85,Absolutely brilliant  helped me out at a very difficult time and advice very very much appreciated.,Delighted
86,Absolutely brilliant and helpful,Delighted
87,"Absolutely easy, Raven wasted no time in responding to my concerns.",Delighted
88,"Absolutely everything you could want from a response standpoint. Perfectly timely, very helpful staff. Could not thank them enough.",Delighted
89,Absolutely fantastic service. 10/10.,Delighted
90,Absolutely first class chat support.,Delighted
91,Absolutely love the service and super easy to work the system.,Delighted
92,"Absolutely nothing, my experience was seamless, easy to contact help and support right to the end.",Delighted
93,absolutely superb service,Delighted
94,accept phone calls,Delighted
95,Aceptar reportar incidentes en otros idiomas distintos al ingles,Delighted
96,"actually, with this person he was super helpful.  but i had to type in literally 15 questions earlier and i still couldn't get past your chatbot.  that was so frustrating!",Delighted
97,add a chat,Delighted
98,Add auto backup to Business Teams please!,Delighted
99,Add extra categories when specifying the issue,Delighted
100,Add more plans!,Delighted
101,Add option for making suggestions in the phone app. An idea box.,Delighted
102,"After a few tries, Kayla and Nikki was awesome! moving with my case",Delighted
103,"After having been discouraged by Mason lack of compassion in service. This Violet completely erased all the damage, and restored my FAITH in Dropbox .. I will tell my audiences as I perform.            
GREAT CUSTOMER SERVICE",Delighted
104,"After my initial confusion Lina explained the pricing difference and that's pretty much exactly what I needed.
Thank you Lina  great job!!",Delighted
105,after numerous attempts tpo fix this issue Nicole fixed it and deserves cudos for her patience and clear explanations.,Delighted
106,"After responding to my inquiry immediately, Nikki of Dropbox was fast, responsive, and very helpful!",Delighted
107,again swift response and help to answer my Q,Delighted
108,Agent (Duke) was very helpful,Delighted
109,"Agent brilliant
 and very helpful",Delighted
110,"Agent fine, friendly, helpful and professional.  System Clunky and antiquated.  Should be totally straightforward to change monthly  billing date without having to cancel account plan and then reinstate.",Delighted
111,Agent helped me with exactly I was looking for,Delighted
112,"Agent knew EXACTLY what my issue was immediately and walked me through fixing it.  Very professional, fast and courteous.  Thank you for the support.",Delighted
113,Agent stayed  a long time with me which is great. I don't understand why unsyncing folders is so complicated.,Delighted
114,Agent support was very helpful and quick!,Delighted
115,Agent was able to answer the questions quickly and without hesitation.  This saves time and gives me confidence in the answer.  Thanks!,Delighted
116,agent was brilliant. no questions asked. just did what i asked. thanks very much,Delighted
117,"Agent was extremely helpful.
Very patient and informative.",Delighted
118,Agent was friendly and knowledgeable,Delighted
119,Agent was great. Fast and helpful. I wish Dropbox would allow the full functionality of Business to be available for an individual user or a company with only 2 people.,Delighted
120,Agent was helpful,Delighted
121,Agent was helpful and quick,Delighted
122,agent was kind. but I need some helps in korean indeed.,Delighted
123,agent was knowledgeable and provided solution to the issue.,Delighted
124,"Agent was knowledgeable, which resulted in first call res for me. Thank you!",Delighted
125,"Agent was patient, knowledgeable,  and very helpful problem solved",Delighted
126,"Agent was patient, knowledgeable,  and very helpful problem solved",Delighted
127,Agent was very helpful and courteous   Thank you.,Delighted
128,Agent was very helpful and fast,Delighted
129,Agent was very knowledgeable and provided excellent support.,Delighted
130,"Alas, I still cannot figure out how to transfer photos all at once into dropbox.",Delighted
131,Alexis was incredibly kind and helpful. I've never experienced such great customer service!,Delighted
132,"Alexis was very helpful, best service",Delighted
133,All assistance should be like that. Thanks,Delighted
134,All fine,Delighted
135,All good,Delighted
136,All good,Delighted
137,all good,Delighted
138,All good,Delighted
139,All good,Delighted
140,all good,Delighted
141,All good,Delighted
142,All good and completely clear.,Delighted
143,All good stuff!,Delighted
144,all good thank you,Delighted
145,All good thank you,Delighted
146,all good thanks,Delighted
147,all good thanks,Delighted
148,All good thx,Delighted
149,All Good!,Delighted
150,All good!,Delighted
151,All good!,Delighted
152,All good! Great while we used it. And support such as Hudson's was great!,Delighted
153,"All good, pleasant and easy",Delighted
154,"all good, thx",Delighted
155,All good. Quick service,Delighted
156,All good. Thanks,Delighted
157,All good. Very helpul,Delighted
158,All good..,Delighted
159,All instructions were clear to resolve my issue quickly!,Delighted
160,All is good,Delighted
161,"All my questions were answered, but maybe not exactly what I was hoping for. More reading may help this as far as redundancy is concerned.",Delighted
162,All of my questions were answered in a manner that was easy to understand.  Thank you.,Delighted
163,ALL OK,Delighted
164,all perfect,Delighted
165,all perfect ! Thanks,Delighted
166,All perfect!,Delighted
167,All perfect!,Delighted
168,All perfect!,Delighted
169,"All right, thank you!",Delighted
170,all set,Delighted
171,all sorted without hassle in 5 minutes! thank you Samuel.,Delighted
172,All was good. Jenna and Paxton were very helpful.,Delighted
173,all was well and Brett was helpful.,Delighted
174,All well explained and exactly what I was looking for. Thanks.,Delighted
175,Allow customers to call in.,Delighted
176,Almost no wait time for help  that is incredible. Tammy was efficient and pleasant in answering questions and providing a means to follow up afterwards if needed. Thank you!,Delighted
177,"Although Brent could not actually put the problem right, he pointed us in what we hope is the right direction. So, he was certainly helpful. Henry.",Delighted
178,"Although I couldnâ€™t get the issue resolved, Charlie was very helpful",Delighted
179,"Although I haven't solved my problem yet, Jen was helpful and quick to respond. She has forwarded me to advanced team to trouble shoot.",Delighted
180,although not all my issues with the design are solved I got a greater understanding. Jeremy helped and was sympathetic to my issues.,Delighted
181,"Although not resolved yet, most helpful and patient representative",Delighted
182,"Although the issue if still ongoing, the chat and response was immediate and great",Delighted
183,"Althought the issue has not been resolved, I felt very comfortable working with Melissa.",Delighted
184,Always a breeze chatting with Dropbox Helpdesk. Thank you for your quick & efficient assistance.,Delighted
185,"always a good service good job dropbox, by far the best service I've experienced in my whole life.",Delighted
186,Always a great service!,Delighted
187,Always appreciate the prompt responses to my Dropbox challenges (actually my challenges with Dropbox!!!),Delighted
188,Always fast and efficient support through Dropbox Chat.,Delighted
189,Always good support chat!:),Delighted
190,Always had awesome customer service! Dropbox meets all of my needs and I would recommend it to anyone!,Delighted
191,always nice when things work well.,Delighted
192,"always on time
always there
thanx",Delighted
193,"Always promp and fast help from DB.

Thank you Wendy


May God bless you all

John 3:16",Delighted
194,"Always prompt and fast help from DB staff.

Thank you and may God bless you all

John 3:16",Delighted
195,am disappointed that you can't change default preview (with sidebar closed),Delighted
196,Amaaaaaazing service,Delighted
197,"Amanda was brilliant, very patient, clear, helpful and kind. Couldn't have asked for better. I was dreading contacting support and am sorry now I didn't do so earlier. Thank you, Amanda!",Delighted
198,Amanda was efficient and responsive. Great service. Thank you.,Delighted
199,Amanda was extremely helpful in resolving my problem!,Delighted
200,Amanda was great and super responsive.,Delighted
201,Amanda was great.  Patient and informative. Perfect interaction.,Delighted
202,Amanda was incredibly accommodating and understanding. She was helpful and non judgement and able to help me out of my jam. I am very grateful.,Delighted
203,Amanda was nice and helpful,Delighted
204,Amanda was nice to work with thanku..,Delighted
205,Amanda was the best!  I really appreciated her help today.,Delighted
206,Amanda was very understanding and helpful in addressing my issue. A much better experience than the one I had calling the customer support team on the phone.,Delighted
207,"amazin fast help from Hudson
Resolved issue in lightning speed

Thank you",Delighted
208,"amazin fast help from Hudson
Resolved issue in lightning speed

Thank you",Delighted
209,amazing,Delighted
210,AMAZING,Delighted
211,Amazing,Delighted
212,Amazing,Delighted
213,Amazing,Delighted
214,Amazing,Delighted
215,Amazing,Delighted
216,Amazing,Delighted
217,Amazing & helpful.,Delighted
218,amazing amazing amazing,Delighted
219,Amazing and efficient and quick. Love Dropbox so much.,Delighted
220,Amazing and fast!,Delighted
221,Amazing and helpful experience,Delighted
222,Amazing and quick response. Thanks for fixing my morning,Delighted
223,Amazing and quick service!,Delighted
224,Amazing assistence,Delighted
225,Amazing client support. Thank you.,Delighted
226,Amazing Communication and Clarity on behalf of the Dropbox Support via Chat.,Delighted
227,Amazing customer service,Delighted
228,"amazing customer service , go Samuel!!",Delighted
229,Amazing customer service by Buster!,Delighted
230,amazing customer service from Sasha.,Delighted
231,amazing customer service!,Delighted
232,Amazing customer service! Congrats Dropbox!,Delighted
233,AMAZING CUSTOMER SERVICE!!!,Delighted
234,"Amazing customer service,
Got the help I needed right away!",Delighted
235,Amazing customer service. Actually enjoyed my refund process.,Delighted
236,Amazing customer support!  I couldnt believe how easy it was as usually you get a hassle with other companies.  Thank you!,Delighted
237,AMAZING CUSTOMER SUPPORT! THE BEST :),Delighted
238,"Amazing customer support, as always!",Delighted
239,Amazing dude  raise now,Delighted
240,"amazing experience, thank you.",Delighted
241,Amazing fast and easy to work with !!!!,Delighted
242,amazing fast service and expert advice!,Delighted
243,Amazing help,Delighted
244,"Amazing help and super fast, i'm shocked this kind of expertise and knowledge is still around :) Thought it was all bots and automatic reply's but this was a good experience",Delighted
245,AMAZING help from Pierce thank you so so much!!!,Delighted
246,amazing help thank you,Delighted
247,Amazing help thank you!,Delighted
248,amazing help!,Delighted
249,Amazing help. Thank you!,Delighted
250,"Amazing interaction, representative was extremely helpful and knowledgeable.",Delighted
251,Amazing job! Colin was amazing ! Thank you,Delighted
252,amazing patience on the part of Dalton,Delighted
253,amazing patience. knew exactly what I needed even when my terminology  a little off.  got the job done,Delighted
254,amazing quick easy and solved my issues!,Delighted
255,Amazing response from the team when I needed them,Delighted
256,Amazing service,Delighted
257,amazing service,Delighted
258,"Amazing service  fast, personal, and supportive. Best online service I've received in a long time!",Delighted
259,amazing service  Joel is a legend,Delighted
260,"Amazing service and help !!!!
Thanks Jackson!",Delighted
261,Amazing service thanks,Delighted
262,amazing service!,Delighted
263,amazing service!,Delighted
264,Amazing service! quick and easy communication  thanks,Delighted
265,"Amazing service. Quick, easy, friendly  top quality. Thank you Dropbox, you are helping out a lot.",Delighted
266,Amazing service. So quick and my mistake was easily fixed. 10/10,Delighted
267,amazing support,Delighted
268,amazing support,Delighted
269,Amazing support agent!,Delighted
270,Amazing support and efficient service,Delighted
271,Amazing support by Zoe. Many thanks,Delighted
272,"Amazing support from Pierce, Solved my problem within 5 minutes.",Delighted
273,Amazing support!,Delighted
274,amazing support!,Delighted
275,Amazing support! Very happy :),Delighted
276,"amazing support, thanks",Delighted
277,Amazing thank you!!,Delighted
278,Amazing with the instant support that I had. Great help!,Delighted
279,amazing!,Delighted
280,amazing!,Delighted
281,amazing!,Delighted
282,amazing!,Delighted
283,amazing! :),Delighted
284,Amazing! So quick and easy :),Delighted
285,AMAZING! super kind super speedy!! super awesome! was astoundingly helpful! i was worried beacuse I prefer to talk to people on the phone but your rep was 10/10 give them a raise a gold star give them everything! thank you!!!,Delighted
286,AMAZING! Super patient and help me in a time of crisis! Go Hudson!!!!,Delighted
287,Amazing! this guy is the best!,Delighted
288,Amazing! Wish this had been offered when I first reached out about this isssue.,Delighted
289,AMAZING!!!,Delighted
290,Amazing!!!,Delighted
291,"Amazing, easy, and quick help to solve my problem! Thank you so much!",Delighted
292,"Amazing, easy, convenient & wonderful",Delighted
293,"Amazing, it was very helpful!!! THANK YOU!!!!!!!",Delighted
294,"Amazing, it was very helpful!!! THANK YOU!!!!!!!",Delighted
295,"Amazing, professional service by worker Davis!! thank you so much. Based on that experience I will always recommend Dropbox! Have a great day!",Delighted
296,"Amazing, Quick and easy",Delighted
297,"Amazing, quick customer service! Thank you!",Delighted
298,"Amazing, quick customer service.",Delighted
299,"Amazing, quick easy and very kind. All my questions habe been answered and my problem was solved :)",Delighted
300,amazing. thank you for all your help. thank you does not cover how greatful i am for answering my questions.,Delighted
301,amazing.. the advice I got from an earlier chat was telling me I couldn't do this.. and this associate was very helpful,Delighted
302,Amazing;) Thanks Grace!,Delighted
303,amazingly easy.  Robert was a pleasure to communicate with and resolved my issue quickly,Delighted
304,Amazingly efficient service and help. Thank you!,Delighted
305,"amazingly great and quick servis, i am honestly shocked, thank you Dropbox and thanks to operator named Jen again!",Delighted
306,amazingly helpful a job well done,Delighted
307,amazingly precise and helpful,Delighted
308,Amen,Delighted
309,"AMIZING RESPONSEN!!! So fast and friendly service, thank you!",Delighted
310,An absolute breeze and pleasure. I was stressing that it would be difficult to fill my request and it was far from that. Strong 5 star rating from me,Delighted
311,"An easy fix to my question was difficult to find on your Help tab, but customer service was great once I found my way to it.",Delighted
312,"An enjoyable support experience, which is a rare treat. Pierce was helpful, honest (even though it meant downgrading my Dropbox plan) and pressure free. Keep being you, Dropbox!",Delighted
313,An immediate response and solution. Thanks!,Delighted
314,and fast <3,Delighted
315,And Pete was both enterprising and professional. I am grateful.,Delighted
316,and with good vibes too !,Delighted
317,"Andrew did a great job!  I was slow on the uptake, but he was very patient.",Delighted
318,Andrew rectified my problem right away! Fast & easy! Thank you Andrew!,Delighted
319,Andrew took a complete mess I'd made and fixed all points   It was complicated with many issues and he was patient and fixed each.  Thank you.,Delighted
320,Andrew was great!,Delighted
321,Andrew was such a pleasure to work with.  He listen to my concerns and helped me come up with a plan that met my business needs.,Delighted
322,"Andrew was very helpful, assisted to a good outcome and understanding of the options.",Delighted
323,"Andrew was very helpful, I thought it was going to be very difficult but i was pleasantly surprised.  Thank you Andrew!!  10 star service!!",Delighted
324,Andrew was very helpful. The chat support is very convenient.,Delighted
325,"Anna did a great job.

The issue was auto renewal on an account that isn't being used.  Sort of a no win situation... Dropbox sends the auto renewal notice to an email that no longer works or is not monitored.",Delighted
326,"Anna is a amazing support genius, she deserves a substantial raise and should be in charge of customer support. Her new title should be Chief Customer Support Officer. If you don't promote her in 90 days, please cancel my account since it's clear Dropbox doesn't recognize talent.",Delighted
327,Anna is amazing!,Delighted
328,Anna is the BEST !!!,Delighted
329,Anna is very friendly and helpful!,Delighted
330,Anna provided outstanding support.,Delighted
331,Anna quickly clarified that what I see on the Plan page at Dropbox is accurate. She was most helpful and friendly. It's been a pleasure to work with both Jacob and Anna today.,Delighted
332,"Anna was a very big help, especially since my problem took so long to diagnose.  She stayed with me the whole time and got it figured out!!  Thank you!!",Delighted
333,Anna was able to help me,Delighted
334,Anna was able to help me,Delighted
335,Anna was brilliant.  Thankyou,Delighted
336,Anna was extremely helpful and very patient with my convaluted explanation of what I believe is not a very common problem.,Delighted
337,Anna was fantastic!,Delighted
338,"Anna was great and pleasant to chat to, and helped me out",Delighted
339,"Anna was great!
Thanks!",Delighted
340,Anna was great!!! Thanks a lot.,Delighted
341,"Anna was great.  Very polite, accommodating, and swift to remedy a problem that was entirely my fault.",Delighted
342,Anna was great. Keep up the good work and thanks for all you do.,Delighted
343,Anna was great. Promote immediately.,Delighted
344,Anna was great. Promote immediately.,Delighted
345,Anna was helpful & courteous.,Delighted
346,"Anna was incredibly kind and helpful and I received immediate assistance and resolution. Thank you Dropbox

Ron Raspatello",Delighted
347,Anna was pleasant and efficient.,Delighted
348,"Anna was prompt, fast and pleasant to work with.",Delighted
349,Anna was quick and efficient  gave me the answers I needed.  This is the kind of service that has kept me a dropbox subscriber for all these years. Thank you!,Delighted
350,Anna was super helpful :),Delighted
351,Anna was super helpful and pleasant to work with,Delighted
352,Anna was very helpful,Delighted
353,Anna was very helpful and very patient!  Thank you!,Delighted
354,Anna was very helpful!,Delighted
355,Anna was very helpful!!,Delighted
356,Anna was very patient and helpful!,Delighted
357,Anne was an amazing Dropbox technician.  I had several issues and she took the time to stay with me until they were addressed.,Delighted
358,Another Helpful Dropbox Customer Service Agent.  I wish they were all like Nicole.  A past agent sent me on a wild goose chase trying to find a feature on a 3rd party app,Delighted
359,answer all my questions and did a good job of explaining the choices,Delighted
360,Answer the question I posed. I asked if the email I got was from Dropbox as compared to spam.,Delighted
361,answered all my questions,Delighted
362,Answered all my questions and helped with other details instructions!  Excellent customer service!,Delighted
363,answered all my questions and was very polite and saw the needs I was expressing and was helpful.,Delighted
364,Answered all my questions. Great!,Delighted
365,Answered and solved all my issues quickly,Delighted
366,Answered my question quickly and accurately.,Delighted
367,answered my question very quickly and thoroughly. thank you Nikki.,Delighted
368,Answered my questions exactly. Thank you!,Delighted
369,"Answered my questions, but unfortunately does not solve my issue given the way Dropbox works regarding folder ownership.",Delighted
370,answered questions immediately and really helpful.,Delighted
371,answered questions very efficiently!,Delighted
372,Answers were on point with clear instructions.  Thanks!,Delighted
373,"answers were very quick
excellent service!
thanks",Delighted
374,"apologies, but I had to set away from the computer",Delighted
375,Appreciate for quick response.,Delighted
376,Appreciate that Owen quickly addressed grasped what the issue was and provided a path forward to escalate to the right team for triage. This is probably one of the first times a frontline agent (at places other than Dropbox) was not utterly confused about a potential security vulnerability and defaulted to have you tried restarting. A+ for the interaction today.,Delighted
377,Appreciate the ease with accomplishing my request.  Thank you.,Delighted
378,Appreciate the friendly and quick service. Thanks!,Delighted
379,Appreciate the help.  The on line chat is needed for client support as published information is not very helpful.,Delighted
380,Appreciate the option of live chat vs. calling or email.  So much better and fast response time. Issue was resolved. Person was responsive and knew what to check for to resolve my issue.,Delighted
381,Appreciate the patience as I gathered the information from user for the charges to identify the account applied to this credit card.,Delighted
382,"appreciate the patient, detailed guided help",Delighted
383,Appreciate the responsiveness!,Delighted
384,Appreciate the service..,Delighted
385,"Appreciate your patience very, very much.",Delighted
386,Appreciated asking if I needed anything else...sometimes we forget all we want to know.,Delighted
387,Appreciated the  quick understanding and the response from the agent Peggy!!,Delighted
388,"Appreciated the fast, efficient and friendly service!!!",Delighted
389,Appreciated the help with no hastle!  I simply don't use it enough for the  cost.  I do love dropbox.  Thank you.,Delighted
390,appreciated the interaction.,Delighted
391,Appreciated the prompt service!,Delighted
392,APRRECIATED THE CHAT AND OUTCOME.   BLESSINGS TO ALL.,Delighted
393,"ara was very helpful, :)",Delighted
394,are you kidding me?,Delighted
395,As a new comer to Apple I find their help / support is terrific. Dropbox support is every bit as good. Thanks to Zachary.,Delighted
396,As a small company it is expensive.,Delighted
397,As always  perfect help.,Delighted
398,"As always, excellent services.",Delighted
399,"As always, my contact with support today was seamless and appreciated! Thank you",Delighted
400,"As always, the help was competent, quick, and complete. Drew got the fix done and we lost no work time. Thanks.",Delighted
401,As brief as it was !! :),Delighted
402,As I expected service was perfect again! Thanks.,Delighted
403,As long as I can figure it out from the info sent to me,Delighted
404,As long as my refund actually comes through... I'm super pleased with how easy it was to work with the customer support!,Delighted
405,As long as the issue can get sorted that's the main thing,Delighted
406,as long as the refund arrives I am happy thank you,Delighted
407,"As long as the refund goes thru as promised, it was quick and easy.",Delighted
408,As painless as customer service gets.,Delighted
409,"as usual, dropbox support team ROCKS",Delighted
410,Ash was great.,Delighted
411,"Ashley and Barbara were both great  knowledgeable, patient and efficient.  I inadvertently lost Barbara on the way, but then Ashley came on  and she had me going in no time!",Delighted
412,Ashley gave easy instructions to answer my instructions,Delighted
413,Ashley has been very helpful and answered my question quickly and politely.,Delighted
414,"Ashley is amazing! Even though our issue  couldn't be remedied (due to our own error), her customer service and efficiency were exemplary!",Delighted
415,Ashley is awesome!,Delighted
416,Ashley is awesome.,Delighted
417,Ashley is awesomeness,Delighted
418,ashley is great,Delighted
419,Ashley is terrific!,Delighted
420,Ashley lovely person. tks,Delighted
421,Ashley made an extremely stressful situation better.  I appreciate what you have done for me today.,Delighted
422,Ashley quickly responded and resolved my issue.  Thank you!,Delighted
423,Ashley solved my problem and I'm happy.,Delighted
424,Ashley was a great help!,Delighted
425,Ashley was a pro,Delighted
426,Ashley was amazing and helpful,Delighted
427,Ashley was amazing!,Delighted
428,Ashley was amazing!,Delighted
429,Ashley was amazing!,Delighted
430,Ashley was amazing.,Delighted
431,ashley was aweomse! nice to deal with such a professional:),Delighted
432,Ashley was excellent!,Delighted
433,Ashley was great to work with and I appreciated her help,Delighted
434,Ashley was great! Thank you.,Delighted
435,Ashley was patient and really knew the solutions. I would want to have her help me next time! Exceptional.,Delighted
436,Ashley was really helpful,Delighted
437,Ashley was terrific!!,Delighted
438,Ashley was terrific.  Thx,Delighted
439,"Ashley was very efficient, didn't delay with her replies",Delighted
440,"Ashley was very friendly and helpful. Resolved the matter in a few minutes. Dropbox, thank you so much!",Delighted
441,"Ashley was very helpful and friendly, thanks!!",Delighted
442,Ashley was very helpful and supportive given the mistake we'd made in deleting content. Thank you Dropbox and hoping our files can be recovered,Delighted
443,Ashley was very helpful with my stupid mistake of deleting 2300+ files!  She reassured me that this would all be fineand I just recommended Dropbox to a friend this morning too.  You are a great company!,Delighted
444,Ashley was very helpful!  She was able to answer my questions and led me through the process to download Dropbox onto my new computer.,Delighted
445,Ashley was very helpful.  She solved my problem and gave me the information that I needed.  Thank you!,Delighted
446,Ashley was very professional and knowledgeable!,Delighted
447,Ashley was very prompt and was able to help me resolve the mistake I had made. Very good job on her part!,Delighted
448,Ashley was very understanding .....and solved my concern.,Delighted
449,"Ashley was well informed on products, very friendly and provided great help.",Delighted
450,"Ashley was wonderful to work with, patient with my questions, even with my restating of the questions to make sure I understood her responses in the proper context, and gave the impression that she wouldn't give up until she was sure I had the answers I needed.  Stellar service!",Delighted
451,Ask your supervisor to give you better closings for the chat. :),Delighted
452,"Asked and answered.  Thanks, Ben.",Delighted
453,"Asked for help, specified the problem, they got right on it. much appreciated.",Delighted
454,Assistance & Instructions were excellent. So good that I don't know if I was communication with a real person or a bot.,Delighted
455,Assistance was fast and very much appreciated,Delighted
456,Assistance was quick and easy,Delighted
457,"Assistance was there for me. No hassle, no hard time to discontinue with the service.",Delighted
458,"assistant was helpful, but sometimes we need to TALK TO AN OTHER HUMAN by PHONE",Delighted
459,Assisted with all my queries instantly,Delighted
460,"At first I was annoyed at not being able to call in and get help navigating my technical difficulties, but Theo was awesome and I apologized for being rude, he was quick, knowledgeable and super pleasant, I'd ask him on date... but it would be awkward... LOL",Delighted
461,"At first I was annoyed that I couldnâ€™t speak to someone on the phone, but dealing with my problem over chat was quick and painless. thank you Dropbox",Delighted
462,"At first I was annoyed that I couldnâ€™t speak to someone on the phone, but dealing with my problem over chat was quick and painless. thank you Dropbox",Delighted
463,At least pretend to forward bug reports to the development team.,Delighted
464,Attendant was knowledgeable and helpful with a pleasant manner,Delighted
465,"Attentie, efficient, polite and a pleasure to work with.",Delighted
466,Attentive service,Delighted
467,"Attentive, polite, and clever",Delighted
468,"Aubrey was great to work with, thank you.",Delighted
469,"Audrey and  Jacob were great....feel lucky to have had them  there

thanks guys

:  ))",Delighted
470,"Audrey has been patient, professional and super friendly. It was a great experience. Thank you very much. Cheers",Delighted
471,Audrey has been super helpful !,Delighted
472,Audrey is the best of the best,Delighted
473,"Audrey is very experienced, and professional, she explained me everything a needed to do and to know and she was very patience. She spent time to help me to upgrade account. Thanks again",Delighted
474,"Audrey was amazing, thank you very much for the help today.",Delighted
475,Audrey was lovely to deal with very helpful,Delighted
476,Audrey was super efficient and easy to communicate with.  Thanks for the great service.,Delighted
477,Audrey was thorough and very helpful.,Delighted
478,Audrey was very helpful,Delighted
479,Audrey was very helpful and supportive.,Delighted
480,Audrey was very professional and helped me with my issue in a very timely manner.  Thank you Audrey for your time and support.,Delighted
481,Audreyt is amazing !! Thank you.,Delighted
482,Awaiting outcome of assistance,Delighted
483,aweeeesome,Delighted
484,Awesome,Delighted
485,awesome,Delighted
486,awesome,Delighted
487,awesome,Delighted
488,Awesome,Delighted
489,awesome,Delighted
490,Awesome,Delighted
491,Awesome,Delighted
492,Awesome,Delighted
493,awesome,Delighted
494,AWESOME,Delighted
495,Awesome,Delighted
496,Awesome,Delighted
497,awesome,Delighted
498,awesome,Delighted
499,awesome,Delighted
500,awesome,Delighted
501,awesome,Delighted
502,Awesome  customer service,Delighted
503,Awesome  Customer Service!,Delighted
504,Awesome agent,Delighted
505,Awesome and friendly service!,Delighted
506,Awesome and helpful. Helped me accomplish exactly what I needed.,Delighted
507,Awesome and patient... thank you so much.,Delighted
508,Awesome and Quick service!,Delighted
509,Awesome and super helpful!,Delighted
510,AWESOME as ever. Love the product.,Delighted
511,awesome as usual!!!,Delighted
512,awesome assistance,Delighted
513,Awesome assistance from Owen resolved my query and sent confirmation within 3 min. Awesome service when I am able to afford I will definitely use Dropbox. Great work Owen,Delighted
514,Awesome communication and very helpful!,Delighted
515,awesome customer service,Delighted
516,Awesome customer service 10/10,Delighted
517,Awesome customer service by Joel! Perfect!,Delighted
518,Awesome customer service experience.  Thank you!,Delighted
519,Awesome customer service experience.  Thank you!,Delighted
520,Awesome customer service!,Delighted
521,Awesome customer service! Thank you,Delighted
522,Awesome customer service!!,Delighted
523,awesome customer service!!!,Delighted
524,Awesome customer service.  Thanks,Delighted
525,Awesome customer service. Very clear. Very quick. Thanks.,Delighted
